text,label,source
"Hi, Can I reserve a spot for tomorrow? I appreciate it.",sales_or_contact,Concierge curated router examples
"Urgent -call 09066649731from Landline. Your complimentary 4* Ibiza Holiday or £10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150ppm 18+",spam,UCI SMS Spam Collection
"Hello, Not sure what I need. Can you help?",ambiguous,Concierge curated router examples
"Hello, I need a sales representative to contact me. Can you help?",sales_or_contact,Concierge curated router examples
"Please, Maybe later. Can you help?",ambiguous,Concierge curated router examples
"Please, Hi there. Please.",ambiguous,Concierge curated router examples
Quick question: Can I get a custom plan?,sales_or_contact,Concierge curated router examples
"Hello, Can I get a custom plan? Thanks.",sales_or_contact,Concierge curated router examples
"Hello, I need assistance. Thanks.",ambiguous,Concierge curated router examples
Can your team follow up? I appreciate it.,human_request,Concierge curated router examples
sports fans - get the latest sports news str* 2 ur mobile 1 wk FREE PLUS a FREE TONE Txt SPORT ON to 8007 www.getzed.co.uk 0870141701216+ norm 4txt/120p,spam,UCI SMS Spam Collection
CDs 4u: Congratulations ur awarded £500 of CD gift vouchers or £125 gift guaranteed & Freeentry 2 £100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16,spam,UCI SMS Spam Collection
How long does shipping take? I appreciate it.,faq,Concierge curated router examples
A link to your picture has been sent. You can also use http://alto18.co.uk/wave/wave.asp?o=44345,spam,UCI SMS Spam Collection
Do you provide support after purchase? Can you help?,faq,Concierge curated router examples
"Hello, Can a staff member reply? Can you help?",human_request,Concierge curated router examples
2/2 146tf150p,spam,UCI SMS Spam Collection
Quick question: Escalate my issue.,human_request,Concierge curated router examples
Quick question: Maybe later. Thanks.,ambiguous,Concierge curated router examples
Transfer me to a representative. Please.,human_request,Concierge curated router examples
What areas do you serve? I appreciate it.,faq,Concierge curated router examples
Quick question: What areas do you serve?,faq,Concierge curated router examples
Quick question: What is included in the package? Please.,faq,Concierge curated router examples
Quick question: Please open a support ticket. Please.,human_request,Concierge curated router examples
"Hi, What are your opening hours? Thanks.",faq,Concierge curated router examples
"Please, Can someone from your team help me? Can you help?",human_request,Concierge curated router examples
Can your team follow up? Can you help?,human_request,Concierge curated router examples
Quick question: Please take my number and call me back.,sales_or_contact,Concierge curated router examples
"Hello, Can you send me the subscription options? I appreciate it.",sales_or_contact,Concierge curated router examples
I want to book an appointment. I appreciate it.,sales_or_contact,Concierge curated router examples
Quick question: Where are you located? Please.,faq,Concierge curated router examples
Quick question: Give me a human agent. Can you help?,human_request,Concierge curated router examples
"Hello, What is included in the package?",faq,Concierge curated router examples
"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18",spam,UCI SMS Spam Collection
"Hello, Where can I find your contact information? I appreciate it.",faq,Concierge curated router examples
What is included in the package? Please.,faq,Concierge curated router examples
"Hello, Do you offer delivery?",faq,Concierge curated router examples
Quick question: I want to order this product. Please.,sales_or_contact,Concierge curated router examples
"Hello, I want to request a demo.",sales_or_contact,Concierge curated router examples
"Please, Do you accept credit cards? Can you help?",faq,Concierge curated router examples
Escalate my issue. Can you help?,human_request,Concierge curated router examples
"Hello, I have a question.",ambiguous,Concierge curated router examples
"Hello, Can you help me with this? Thanks.",ambiguous,Concierge curated router examples
"Please, Can I speak with sales? Please.",sales_or_contact,Concierge curated router examples
"Please, I need a sales representative to contact me. Thanks.",sales_or_contact,Concierge curated router examples
Please contact me for a quote. Please.,sales_or_contact,Concierge curated router examples
"URGENT! Your mobile No 077xxx WON a £2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP, 150ppm",spam,UCI SMS Spam Collection
"Hello, Is parking available? Can you help?",faq,Concierge curated router examples
I want to start today. Please.,sales_or_contact,Concierge curated router examples
"Hello, I have a problem. Please.",ambiguous,Concierge curated router examples
"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end",spam,UCI SMS Spam Collection
"Hello, I want to book an appointment. Can you help?",sales_or_contact,Concierge curated router examples
Can I see your menu? I appreciate it.,faq,Concierge curated router examples
"Hi, What is included in the package? Thanks.",faq,Concierge curated router examples
Quick question: I want to request a demo. I appreciate it.,sales_or_contact,Concierge curated router examples
"Hi, Please contact me for a quote. Thanks.",sales_or_contact,Concierge curated router examples
"Please, I want to book an appointment. Thanks.",sales_or_contact,Concierge curated router examples
"Please, What are your opening hours? Thanks.",faq,Concierge curated router examples
Is parking available? Thanks.,faq,Concierge curated router examples
I am not sure. I appreciate it.,ambiguous,Concierge curated router examples
"Hi, What now? Thanks.",ambiguous,Concierge curated router examples
"Please, I am looking for a package for my company. Please.",sales_or_contact,Concierge curated router examples
"Hi, I need human support. Please.",human_request,Concierge curated router examples
"Hi, Can you help me with this? I appreciate it.",ambiguous,Concierge curated router examples
Can you handle a few things for me? I appreciate it.,ambiguous,Concierge curated router examples
Quick question: I need human support.,human_request,Concierge curated router examples
Quick question: Please help me make a booking. I appreciate it.,sales_or_contact,Concierge curated router examples
Hi there. Can you help?,ambiguous,Concierge curated router examples
"Please, Hi there.",ambiguous,Concierge curated router examples
Quick question: How can I become a customer? Thanks.,sales_or_contact,Concierge curated router examples
"Hello, I want to talk to a human.",human_request,Concierge curated router examples
This bot is not helping me. Thanks.,human_request,Concierge curated router examples
"Hi, Hi there. I appreciate it.",ambiguous,Concierge curated router examples
Quick question: I am ready to purchase. Thanks.,sales_or_contact,Concierge curated router examples
Quick question: I need a manager.,human_request,Concierge curated router examples
Quick question: I am ready to purchase. Can you help?,sales_or_contact,Concierge curated router examples
I need help with my account and maybe booking too. Thanks.,ambiguous,Concierge curated router examples
Quick question: Something is wrong.,ambiguous,Concierge curated router examples
"Hi, I am ready to purchase. Please.",sales_or_contact,Concierge curated router examples
"Hi, Do you provide support after purchase? Thanks.",faq,Concierge curated router examples
"Hello darling how are you today? I would love to have a chat, why dont you tell me what you look like and what you are in to sexy?",spam,UCI SMS Spam Collection
"Please, Can you send me the subscription options? Can you help?",sales_or_contact,Concierge curated router examples
"Hello, What are the membership options?",faq,Concierge curated router examples
I want to talk to support.,human_request,Concierge curated router examples
"Please, Is parking available? Please.",faq,Concierge curated router examples
"Please, I have a problem.",ambiguous,Concierge curated router examples
"Please, I need help with my account and maybe booking too. Please.",ambiguous,Concierge curated router examples
Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546,spam,UCI SMS Spam Collection
You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt,spam,UCI SMS Spam Collection
"Hello, I need a sales representative to contact me. Thanks.",sales_or_contact,Concierge curated router examples
Can I change my appointment time? I appreciate it.,faq,Concierge curated router examples
Quick question: What areas do you serve? I appreciate it.,faq,Concierge curated router examples
"Please, What are the membership options? I appreciate it.",faq,Concierge curated router examples
I want to start today. Can you help?,sales_or_contact,Concierge curated router examples
"Please, I need something. Please.",ambiguous,Concierge curated router examples
I need human support. Please.,human_request,Concierge curated router examples
"Hello, Please take my number and call me back.",sales_or_contact,Concierge curated router examples
How much does the service cost?,faq,Concierge curated router examples
"Please, Can you handle a few things for me? I appreciate it.",ambiguous,Concierge curated router examples
"all the lastest from Stereophonics, Marley, Dizzee Racal, Libertines and The Strokes! Win Nookii games with Flirt!! Click TheMob WAP Bookmark or text WAP to 82468",spam,UCI SMS Spam Collection
URGENT! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09066358361 from land line. Claim Y87. Valid 12hrs only,spam,UCI SMS Spam Collection
Quick question: I am interested in buying your service.,sales_or_contact,Concierge curated router examples
"Hi, I am looking for a package for my company.",sales_or_contact,Concierge curated router examples
"Please, Do you provide support after purchase?",faq,Concierge curated router examples
Quick question: What are the membership options? I appreciate it.,faq,Concierge curated router examples
"Hello, I need help with my account and maybe booking too.",ambiguous,Concierge curated router examples
Quick question: What are your opening hours? Thanks.,faq,Concierge curated router examples
I need a manager. I appreciate it.,human_request,Concierge curated router examples
"Please, Hello. I appreciate it.",ambiguous,Concierge curated router examples
What now? Can you help?,ambiguous,Concierge curated router examples
Hello. I appreciate it.,ambiguous,Concierge curated router examples
"Hello, I have a question. I appreciate it.",ambiguous,Concierge curated router examples
Quick question: What documents do I need? Can you help?,faq,Concierge curated router examples
URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call 09061701851. Claim code K61. Valid 12hours only,spam,UCI SMS Spam Collection
Quick question: I want to talk to a human.,human_request,Concierge curated router examples
Quick question: I need a sales representative to contact me.,sales_or_contact,Concierge curated router examples
"Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726971 NOW! Only 10p per minute. BT-national-rate.",spam,UCI SMS Spam Collection
This bot is not helping me.,human_request,Concierge curated router examples
"Hello, Maybe later. Thanks.",ambiguous,Concierge curated router examples
"Hi, How long does shipping take? I appreciate it.",faq,Concierge curated router examples
WIN URGENT! Your mobile number has been awarded with a £2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm,spam,UCI SMS Spam Collection
Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.,spam,UCI SMS Spam Collection
Please take my number and call me back. Thanks.,sales_or_contact,Concierge curated router examples
Quick question: Where can I find your contact information? Thanks.,faq,Concierge curated router examples
Quick question: Help. Thanks.,ambiguous,Concierge curated router examples
"Hi, Hi there.",ambiguous,Concierge curated router examples
"Please, I want information. Can you help?",ambiguous,Concierge curated router examples
"Hi, I need help with my account and maybe booking too. I appreciate it.",ambiguous,Concierge curated router examples
"Hello, Can I reserve a spot for tomorrow? I appreciate it.",sales_or_contact,Concierge curated router examples
Quick question: I need live support. Can you help?,human_request,Concierge curated router examples
Can you send me the subscription options? Thanks.,sales_or_contact,Concierge curated router examples
Quick question: Please help me make a booking.,sales_or_contact,Concierge curated router examples
"Hello, I need something. Can you help?",ambiguous,Concierge curated router examples
Quick question: I want to request a demo. Thanks.,sales_or_contact,Concierge curated router examples
"Hi, How much does the service cost? Thanks.",faq,Concierge curated router examples
I need a manager. Thanks.,human_request,Concierge curated router examples
Quick question: Where are you located?,faq,Concierge curated router examples
"Hello, I have multiple questions. I appreciate it.",ambiguous,Concierge curated router examples
Can your team follow up? Please.,human_request,Concierge curated router examples
"Hi, I am looking for a package for my company. I appreciate it.",sales_or_contact,Concierge curated router examples
"Please, Please connect me with an agent.",human_request,Concierge curated router examples
"Please, Please escalate this to a person. Please.",human_request,Concierge curated router examples
You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,spam,UCI SMS Spam Collection
Quick question: Can you check this?,ambiguous,Concierge curated router examples
"Hi, I want to order this product. I appreciate it.",sales_or_contact,Concierge curated router examples
You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3,spam,UCI SMS Spam Collection
"Hello, I need human support. Thanks.",human_request,Concierge curated router examples
"Hello, Please take my number and call me back. Can you help?",sales_or_contact,Concierge curated router examples
"Hello, I need an employee to handle this.",human_request,Concierge curated router examples
"Please, Can I see your menu?",faq,Concierge curated router examples
"Please, Can I change my appointment time? Thanks.",faq,Concierge curated router examples
"Hello, How can I become a customer? Please.",sales_or_contact,Concierge curated router examples
"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX",spam,UCI SMS Spam Collection
Quick question: I have a question. Can you help?,ambiguous,Concierge curated router examples
Quick question: Please escalate this to a person. Please.,human_request,Concierge curated router examples
"Please, I want to order this product. Can you help?",sales_or_contact,Concierge curated router examples
"Hello, I need human support. Can you help?",human_request,Concierge curated router examples
Quick question: I am ready to purchase. I appreciate it.,sales_or_contact,Concierge curated router examples
"Please, I have a question. Thanks.",ambiguous,Concierge curated router examples
"Hi, What areas do you serve? Can you help?",faq,Concierge curated router examples
"Hello, Where are you located? Please.",faq,Concierge curated router examples
Quick question: Can I change my appointment time? I appreciate it.,faq,Concierge curated router examples
"Please, Can I reserve a spot for tomorrow? Can you help?",sales_or_contact,Concierge curated router examples
Please contact me for a quote. Can you help?,sales_or_contact,Concierge curated router examples
"Hi, Can you explain your return policy? Can you help?",faq,Concierge curated router examples
Quick question: What is included in the package? Thanks.,faq,Concierge curated router examples
Is parking available? Can you help?,faq,Concierge curated router examples
"Hello, Can your team follow up? Please.",human_request,Concierge curated router examples
You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712394 between 10am-7pm,spam,UCI SMS Spam Collection
What is included in the package? Can you help?,faq,Concierge curated router examples
"Please, I have multiple questions. Please.",ambiguous,Concierge curated router examples
"Hi, I want to order this product. Please.",sales_or_contact,Concierge curated router examples
Can you send me the subscription options? Please.,sales_or_contact,Concierge curated router examples
"Please, Hello. Can you help?",ambiguous,Concierge curated router examples
"Please, I am ready to purchase. Please.",sales_or_contact,Concierge curated router examples
"Hi, Can you check this? Thanks.",ambiguous,Concierge curated router examples
"Hi, Can I change my appointment time?",faq,Concierge curated router examples
"Hi, Please take my number and call me back.",sales_or_contact,Concierge curated router examples
"Hello, I want to schedule a consultation. Thanks.",sales_or_contact,Concierge curated router examples
"Hello, Give me a human agent. Please.",human_request,Concierge curated router examples
Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070,spam,UCI SMS Spam Collection
"Hi, I want to schedule a consultation. Can you help?",sales_or_contact,Concierge curated router examples
"Hello, What services do you provide? I appreciate it.",faq,Concierge curated router examples
"Hello, Can you send me the subscription options? Can you help?",sales_or_contact,Concierge curated router examples
Quick question: Can you send me the subscription options?,sales_or_contact,Concierge curated router examples
"Hi, Transfer me to a representative. I appreciate it.",human_request,Concierge curated router examples
Please connect me with an agent. Can you help?,human_request,Concierge curated router examples
"Hello, Can I speak to a real person? Can you help?",human_request,Concierge curated router examples
"Hello, Do you provide support after purchase? Thanks.",faq,Concierge curated router examples
"Please, Can I change my appointment time? Can you help?",faq,Concierge curated router examples
"Please, Please contact me for a quote. I appreciate it.",sales_or_contact,Concierge curated router examples
Quick question: Help. Please.,ambiguous,Concierge curated router examples
Can you help me with this? Can you help?,ambiguous,Concierge curated router examples
Hello. Can you help?,ambiguous,Concierge curated router examples
"Hi, Do you provide support after purchase?",faq,Concierge curated router examples
You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p p£3.99,spam,UCI SMS Spam Collection
Can you handle a few things for me? Can you help?,ambiguous,Concierge curated router examples
I need assistance.,ambiguous,Concierge curated router examples
Quick question: How does the booking process work? Thanks.,faq,Concierge curated router examples
"Hi, Transfer me to a representative. Can you help?",human_request,Concierge curated router examples
How can I become a customer? Can you help?,sales_or_contact,Concierge curated router examples
"Hi, What is included in the package?",faq,Concierge curated router examples
"Hello, How long does shipping take? Can you help?",faq,Concierge curated router examples
Quick question: I am not sure. Please.,ambiguous,Concierge curated router examples
What are your opening hours?,faq,Concierge curated router examples
<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min,spam,UCI SMS Spam Collection
"ou are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",spam,UCI SMS Spam Collection
"Hi, I need an employee to handle this. I appreciate it.",human_request,Concierge curated router examples
Can I get a custom plan? Please.,sales_or_contact,Concierge curated router examples
"Hi ya babe x u 4goten bout me?' scammers getting smart..Though this is a regular vodafone no, if you respond you get further prem rate msg/subscription. Other nos used also. Beware!",spam,UCI SMS Spam Collection
"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468",spam,UCI SMS Spam Collection
Quick question: Not sure what I need. Thanks.,ambiguous,Concierge curated router examples
"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX",spam,UCI SMS Spam Collection
"Hello, Please contact me for a quote. Can you help?",sales_or_contact,Concierge curated router examples
"Hello, What now? Thanks.",ambiguous,Concierge curated router examples
Save money on wedding lingerie at www.bridal.petticoatdreams.co.uk Choose from a superb selection with national delivery. Brought to you by WeddingFriend,spam,UCI SMS Spam Collection
"Hello, Can I speak with sales? Thanks.",sales_or_contact,Concierge curated router examples
"Please, Can you help me with this?",ambiguous,Concierge curated router examples
Quick question: I want to talk to support. I appreciate it.,human_request,Concierge curated router examples
"Please, Can you explain your return policy? Thanks.",faq,Concierge curated router examples
todays vodafone numbers ending with 0089(my last four digits) are selected to received a £350 award. If your number matches please call 09063442151 to claim your £350 award,spam,UCI SMS Spam Collection
Escalate my issue.,human_request,Concierge curated router examples
"Please, I want to register for the service. Please.",sales_or_contact,Concierge curated router examples
"Please, I need live support. Please.",human_request,Concierge curated router examples
"Please, Where can I find your contact information? Can you help?",faq,Concierge curated router examples
"Hello, Where can I find your contact information? Please.",faq,Concierge curated router examples
1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(£1.50p. m),spam,UCI SMS Spam Collection
You have won a guaranteed 32000 award or maybe even £1000 cash to claim ur award call free on 0800 ..... (18+). Its a legitimat efreefone number wat do u think???,spam,UCI SMS Spam Collection
"Please, I need human support. I appreciate it.",human_request,Concierge curated router examples
"Hello, Give me a human agent. I appreciate it.",human_request,Concierge curated router examples
"Hello, I am looking for a package for my company. Can you help?",sales_or_contact,Concierge curated router examples
Quick question: Please open a support ticket. I appreciate it.,human_request,Concierge curated router examples
"Orange brings you ringtones from all time Chart Heroes, with a free hit each week! Go to Ringtones & Pics on wap. To stop receiving these tips reply STOP.",spam,UCI SMS Spam Collection
What now? I appreciate it.,ambiguous,Concierge curated router examples
"Hi, Please take my number and call me back. I appreciate it.",sales_or_contact,Concierge curated router examples
"Hi, Is parking available? Can you help?",faq,Concierge curated router examples
"Hi, Not sure what I need.",ambiguous,Concierge curated router examples
"Hi, Maybe later. Thanks.",ambiguous,Concierge curated router examples
Hello. Please.,ambiguous,Concierge curated router examples
Quick question: I want to book an appointment. Can you help?,sales_or_contact,Concierge curated router examples
"Please, This bot is not helping me. Please.",human_request,Concierge curated router examples
"Please, I would like to sign up. Can you help?",sales_or_contact,Concierge curated router examples
"Hi, Give me a human agent. Can you help?",human_request,Concierge curated router examples
"Hi, What is included in the package? I appreciate it.",faq,Concierge curated router examples
You are a winner U have been specially selected 2 receive £1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+),spam,UCI SMS Spam Collection
"Please, What areas do you serve?",faq,Concierge curated router examples
What are your opening hours? Please.,faq,Concierge curated router examples
"Hello, I want to talk to support. Can you help?",human_request,Concierge curated router examples
"Hello, How can I become a customer? Can you help?",sales_or_contact,Concierge curated router examples
Quick question: Is parking available? Thanks.,faq,Concierge curated router examples
"Hi, Do you have weekend appointments? Thanks.",faq,Concierge curated router examples
"Hello, Tell me more.",ambiguous,Concierge curated router examples
"Hi, Can you check this?",ambiguous,Concierge curated router examples
Quick question: How long does shipping take? I appreciate it.,faq,Concierge curated router examples
Quick question: Can you check this? Thanks.,ambiguous,Concierge curated router examples
Quick question: I am looking for a package for my company.,sales_or_contact,Concierge curated router examples
Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,spam,UCI SMS Spam Collection
"Please, Can I reserve a spot for tomorrow? I appreciate it.",sales_or_contact,Concierge curated router examples
"Hello, Please connect me with an agent. Please.",human_request,Concierge curated router examples
Quick question: I want to speak with customer service.,human_request,Concierge curated router examples
Quick question: Please connect me with an agent.,human_request,Concierge curated router examples
Quick question: What are the membership options? Thanks.,faq,Concierge curated router examples
"Please, Hi there. I appreciate it.",ambiguous,Concierge curated router examples
Quick question: Escalate my issue. Please.,human_request,Concierge curated router examples
"Hello, How do I reset my password? Please.",faq,Concierge curated router examples
from www.Applausestore.com MonthlySubscription@50p/msg max6/month T&CsC web age16 2stop txt stop,spam,UCI SMS Spam Collection
500 free text msgs. Just text ok to 80488 and we'll credit your account,spam,UCI SMS Spam Collection
Quick question: I need help with my account and maybe booking too. Thanks.,ambiguous,Concierge curated router examples
Quick question: Can a staff member reply? Thanks.,human_request,Concierge curated router examples
"Please, I want to book an appointment.",sales_or_contact,Concierge curated router examples
"Please, I need an employee to handle this. Thanks.",human_request,Concierge curated router examples
How do I reset my password?,faq,Concierge curated router examples
Can you handle a few things for me? Thanks.,ambiguous,Concierge curated router examples
"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",spam,UCI SMS Spam Collection
"Please, How does the booking process work? I appreciate it.",faq,Concierge curated router examples
Quick question: How long does shipping take? Please.,faq,Concierge curated router examples
Can you handle a few things for me?,ambiguous,Concierge curated router examples
Quick question: What is included in the package? I appreciate it.,faq,Concierge curated router examples
"Please, Where are you located? I appreciate it.",faq,Concierge curated router examples
Quick question: Can I get a custom plan? Please.,sales_or_contact,Concierge curated router examples
"Please, Escalate my issue. Please.",human_request,Concierge curated router examples
Quick question: Please help me make a booking. Thanks.,sales_or_contact,Concierge curated router examples
I want to speak with customer service. Thanks.,human_request,Concierge curated router examples
"Urgent Urgent! We have 800 FREE flights to Europe to give away, call B4 10th Sept & take a friend 4 FREE. Call now to claim on 09050000555. BA128NNFWFLY150ppm",spam,UCI SMS Spam Collection
Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout,spam,UCI SMS Spam Collection
"Hello, I want to schedule a consultation. Please.",sales_or_contact,Concierge curated router examples
"Hello, I want to order this product. Please.",sales_or_contact,Concierge curated router examples
"Hello, I want to start today. Thanks.",sales_or_contact,Concierge curated router examples
"Hello, What now? Can you help?",ambiguous,Concierge curated router examples
"Hello, What now? Please.",ambiguous,Concierge curated router examples
"Hello, Can you handle a few things for me? Please.",ambiguous,Concierge curated router examples
"Hello, This bot is not helping me. I appreciate it.",human_request,Concierge curated router examples
I want information. Thanks.,ambiguous,Concierge curated router examples
"Hi, I need a manager. Can you help?",human_request,Concierge curated router examples
Quick question: How does the booking process work? Please.,faq,Concierge curated router examples
"Please, Do you provide support after purchase? Thanks.",faq,Concierge curated router examples
"Please, Where are you located? Please.",faq,Concierge curated router examples
Please open a support ticket. Can you help?,human_request,Concierge curated router examples
U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901,spam,UCI SMS Spam Collection
"Hello, How much does the service cost? Thanks.",faq,Concierge curated router examples
"Please, I want to request a demo. I appreciate it.",sales_or_contact,Concierge curated router examples
"Hello, I am interested in buying your service. Thanks.",sales_or_contact,Concierge curated router examples
"Please, What now? I appreciate it.",ambiguous,Concierge curated router examples
Please open a support ticket. Please.,human_request,Concierge curated router examples
"Hi, Please open a support ticket. Thanks.",human_request,Concierge curated router examples
"Please, Not sure what I need. Thanks.",ambiguous,Concierge curated router examples
Join the UK's horniest Dogging service and u can have sex 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p,spam,UCI SMS Spam Collection
Maybe later. I appreciate it.,ambiguous,Concierge curated router examples
"Hi, Please help me make a booking. Can you help?",sales_or_contact,Concierge curated router examples
"Hi, I want to speak with customer service. Thanks.",human_request,Concierge curated router examples
Quick question: Do you offer delivery? Thanks.,faq,Concierge curated router examples
Quick question: Please take my number and call me back. Can you help?,sales_or_contact,Concierge curated router examples
"Hi, I need assistance. Can you help?",ambiguous,Concierge curated router examples
I want to book an appointment. Can you help?,sales_or_contact,Concierge curated router examples
"Please, I do not want the chatbot. I appreciate it.",human_request,Concierge curated router examples
I am interested in buying your service. I appreciate it.,sales_or_contact,Concierge curated router examples
"Hello, Can I reserve a spot for tomorrow? Can you help?",sales_or_contact,Concierge curated router examples
I need assistance. Please.,ambiguous,Concierge curated router examples
"Please, Can someone call me about pricing? Please.",sales_or_contact,Concierge curated router examples
I need a manager.,human_request,Concierge curated router examples
"Shop till u Drop, IS IT YOU, either 10K, 5K, £500 Cash or £100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary",spam,UCI SMS Spam Collection
Can you explain your return policy? Thanks.,faq,Concierge curated router examples
"Please, I want to talk to a human. Thanks.",human_request,Concierge curated router examples
Quick question: Do you accept credit cards? I appreciate it.,faq,Concierge curated router examples
"Hi, Please take my number and call me back. Can you help?",sales_or_contact,Concierge curated router examples
"Please, Do you provide support after purchase? Please.",faq,Concierge curated router examples
"Hi, Where are you located? Can you help?",faq,Concierge curated router examples
"Hi, What services do you provide?",faq,Concierge curated router examples
"Hello, I need a sales representative to contact me. Please.",sales_or_contact,Concierge curated router examples
"Please, I would like to sign up.",sales_or_contact,Concierge curated router examples
"Hi, How much does the service cost? Can you help?",faq,Concierge curated router examples
What documents do I need? I appreciate it.,faq,Concierge curated router examples
Hi there. I appreciate it.,ambiguous,Concierge curated router examples
"Hello, Please escalate this to a person.",human_request,Concierge curated router examples
"Hi, I am interested in buying your service. Can you help?",sales_or_contact,Concierge curated router examples
I need an employee to handle this. Please.,human_request,Concierge curated router examples
Quick question: I need a sales representative to contact me. Thanks.,sales_or_contact,Concierge curated router examples
"Please, What now? Thanks.",ambiguous,Concierge curated router examples
Ringtone Club: Gr8 new polys direct to your mobile every week !,spam,UCI SMS Spam Collection
"Hello, What is included in the package? Thanks.",faq,Concierge curated router examples
"Hi, Something is wrong. Thanks.",ambiguous,Concierge curated router examples
Quick question: Help.,ambiguous,Concierge curated router examples
Can I reserve a spot for tomorrow? Please.,sales_or_contact,Concierge curated router examples
"Hi, I need live support. Thanks.",human_request,Concierge curated router examples
How does the booking process work? Thanks.,faq,Concierge curated router examples
ringtoneking 84484,spam,UCI SMS Spam Collection
Is parking available? Please.,faq,Concierge curated router examples
"Hi, I want information.",ambiguous,Concierge curated router examples
"Please, I need assistance. Please.",ambiguous,Concierge curated router examples
Quick question: I need help with my account and maybe booking too.,ambiguous,Concierge curated router examples
"Hi, What documents do I need? Thanks.",faq,Concierge curated router examples
You have an important customer service announcement from PREMIER. Call FREEPHONE 0800 542 0578 now!,spam,UCI SMS Spam Collection
SMS AUCTION You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,spam,UCI SMS Spam Collection
Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p.,spam,UCI SMS Spam Collection
"Hello, Can someone call me about pricing? Please.",sales_or_contact,Concierge curated router examples
Quick question: Where can I find your contact information? Please.,faq,Concierge curated router examples
"Please, Do you have weekend appointments? I appreciate it.",faq,Concierge curated router examples
"Please, Please take my number and call me back.",sales_or_contact,Concierge curated router examples
Quick question: I would like to sign up. Please.,sales_or_contact,Concierge curated router examples
"Last Chance! Claim ur £150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Sub. 16",spam,UCI SMS Spam Collection
