text,label,source,original_label
"I bought some items, help canceling order {{Order Number}}",sales_or_contact,Bitext Customer Support Intent Dataset,category=ORDER; intent=cancel_order
assistance to file a claim against ur company,faq,Bitext Customer Support Intent Dataset,category=FEEDBACK; intent=complaint
PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04,spam,UCI SMS Spam Collection,spam
want assistance seeing your reimbursement policy,sales_or_contact,Bitext Customer Support Intent Dataset,category=REFUND; intent=check_refund_policy
look up website on container gardening,ambiguous,CLINC OOS Dataset (test),oos
what's the power consumption of my fridge,ambiguous,CLINC OOS Dataset (test),oos
"I expect a restitution of {{Currency Symbol}}{{Refund Amount}}, was it processed",sales_or_contact,Bitext Customer Support Intent Dataset,category=REFUND; intent=track_refund
scan my photos and tell me which hair style is most suiting for my face,ambiguous,CLINC OOS Dataset (test),oos
Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt,spam,UCI SMS Spam Collection,spam
get bill fromDavid Miller,sales_or_contact,Bitext Customer Support Intent Dataset,category=INVOICE; intent=get_invoice
As a registered optin subscriber ur draw 4 Â£100 gift voucher will be entered on receipt of a correct ans to 80062 Whats No1 in the BBC charts,spam,UCI SMS Spam Collection,spam
what's a good blouse to wear with pink shoes,ambiguous,CLINC OOS Dataset (test),oos
"I lost the access key of my user profile, help to recover it",faq,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=recover_password
"Final Chance! Claim ur Â£150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. Â£3.00 Subs 16",spam,UCI SMS Spam Collection,spam
how do i check at what time i can call customer service,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
what is the origin of the name michael,ambiguous,CLINC OOS Dataset (train),oos
i want assistance to track purchase {{Order Number}},sales_or_contact,Bitext Customer Support Intent Dataset,category=ORDER; intent=track_order
wanna make a damn claim willuhelp me,faq,Bitext Customer Support Intent Dataset,category=FEEDBACK; intent=complaint
"you are not helpful, I want assistance talking with someone",human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
want help seeing the withdrawal charge,faq,Bitext Customer Support Intent Dataset,category=CANCEL; intent=check_cancellation_fee
CLAIRE here am havin borin time & am now alone U wanna cum over 2nite? Chat now 09099725823 hope 2 C U Luv CLAIRE xx CallsÂ£1/minmoremobsEMSPOBox45PO139WA,spam,UCI SMS Spam Collection,spam
"I want to check the payment modalities, I need help",sales_or_contact,Bitext Customer Support Intent Dataset,category=PAYMENT; intent=check_payment_methods
assistance talking with an agent,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
can you tell me the latest georgia news,ambiguous,CLINC OOS Dataset (validation),oos
i need help to list ur payment methods,sales_or_contact,Bitext Customer Support Intent Dataset,category=PAYMENT; intent=check_payment_methods
"Shop till u Drop, IS IT YOU, either 10K, 5K, Â£500 Cash or Â£100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary",spam,UCI SMS Spam Collection,spam
I want to know more about cancel my newsletter subscription,sales_or_contact,Bitext Customer Support Intent Dataset,category=SUBSCRIPTION; intent=newsletter_subscription
Santa Calling! Would your little ones like a call from Santa Xmas eve? Call 09058094583 to book your time.,spam,UCI SMS Spam Collection,spam
create new bloody {{Account Type}} account,faq,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=create_account
I have to spak to someone,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
where could I retrieve my profile access key?,faq,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=recover_password
can you help me shopping some items?,sales_or_contact,Bitext Customer Support Intent Dataset,category=ORDER; intent=place_order
I am trying to cancel my subscription to your newsletter,sales_or_contact,Bitext Customer Support Intent Dataset,category=SUBSCRIPTION; intent=newsletter_subscription
help editing purchase {{Order Number}},sales_or_contact,Bitext Customer Support Intent Dataset,category=ORDER; intent=change_order
directing to agent,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
check the status of my amazon orders for me,ambiguous,CLINC OOS Dataset (test),oos
Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days,spam,UCI SMS Spam Collection,spam
I don't know how I can switch to the {{Account Type}} account,faq,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=switch_account
what are the scores of other teams in this division,ambiguous,CLINC OOS Dataset (test),oos
"I want to speak to customer service, can you help me?",human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
I don't know how I can talk to an assistant,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
want help opening a {{Account Category}} account,faq,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=create_account
pick out an excerise outfit for me,ambiguous,CLINC OOS Dataset (test),oos
what is the account number to the internet service i have,ambiguous,CLINC OOS Dataset (test),oos
what veggies can i pair with mushrooms,ambiguous,CLINC OOS Dataset (test),oos
I don't know how I can contact an sasistant,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
checking allowed payment methods,sales_or_contact,Bitext Customer Support Intent Dataset,category=PAYMENT; intent=check_payment_methods
"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records.",spam,UCI SMS Spam Collection,spam
what is the last time the living room was vacuumed,ambiguous,CLINC OOS Dataset (test),oos
Message Important information for O2 user. Today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you,spam,UCI SMS Spam Collection,spam
I'm trying to see at what time i can call customer support,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
want assistance to make a reclamation against ur business,faq,Bitext Customer Support Intent Dataset,category=FEEDBACK; intent=complaint
I need assistance to solve a trouble with online paymentsd,sales_or_contact,Bitext Customer Support Intent Dataset,category=PAYMENT; intent=payment_issue
can I talk with slmebody?,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
how does the etheric body operate,ambiguous,CLINC OOS Dataset (test),oos
is it possible to report errors with payments?,sales_or_contact,Bitext Customer Support Intent Dataset,category=PAYMENT; intent=payment_issue
if i'm locked in a bank vault what's the best way to get out,ambiguous,CLINC OOS Dataset (test),oos
I try to edit my address,faq,Bitext Customer Support Intent Dataset,category=SHIPPING; intent=change_shipping_address
"I need to see the cancellation fees , how to do it?",faq,Bitext Customer Support Intent Dataset,category=CANCEL; intent=check_cancellation_fee
need help to talk with a person,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",spam,UCI SMS Spam Collection,spam
"Congrats! 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid your mates, play java games, Dload polyPH music, noline rentl.",spam,UCI SMS Spam Collection,spam
I try to see in what cases can I ask to be reimbursed,sales_or_contact,Bitext Customer Support Intent Dataset,category=REFUND; intent=check_refund_policy
URGENT! Your Mobile number has been awarded with a Â£2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only,spam,UCI SMS Spam Collection,spam
can you help me to chat with an operator?,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
how do i check when my purchase is gonna arrive,sales_or_contact,Bitext Customer Support Intent Dataset,category=DELIVERY; intent=delivery_period
how can I check if there is anything new on the restitution?,sales_or_contact,Bitext Customer Support Intent Dataset,category=REFUND; intent=track_refund
"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. Â£1.50 increments. Help08718728876",spam,UCI SMS Spam Collection,spam
can i see at what time i can contact customer support,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
editing info on pro account,faq,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=edit_account
i need assistance canceling purchase {{Order Number}},sales_or_contact,Bitext Customer Support Intent Dataset,category=ORDER; intent=cancel_order
how to open a premium account?,faq,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=create_account
how is glue made,ambiguous,CLINC OOS Dataset (train),oos
"I bought some bloody articles, cancel order {{Order Number}}",sales_or_contact,Bitext Customer Support Intent Dataset,category=ORDER; intent=cancel_order
I want to check what hours I can contact customer support,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
how do you make sure a bridge doesn't fall down,ambiguous,CLINC OOS Dataset (test),oos
You have an important customer service announcement from PREMIER. Call FREEPHONE 0800 542 0578 now!,spam,UCI SMS Spam Collection,spam
what is albert einstein famous for,ambiguous,CLINC OOS Dataset (test),oos
do you deliver to {{Delivery City}}?,faq,Bitext Customer Support Intent Dataset,category=DELIVERY; intent=delivery_options
I need to retrieve my user accountPIN,faq,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=recover_password
GSOH? Good with SPAM the ladies?U could b a male gigolo? 2 join the uk's fastest growing mens club reply ONCALL. mjzgroup. 08714342399.2stop reply STOP. msg@Â£1.50rcvd,spam,UCI SMS Spam Collection,spam
Do you want 750 anytime any network mins 150 text and a NEW VIDEO phone for only five pounds per week call 08002888812 or reply for delivery tomorrow,spam,UCI SMS Spam Collection,spam
Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout,spam,UCI SMS Spam Collection,spam
URGENT This is our 2nd attempt to contact U. Your Â£900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893. ACL03530150PM,spam,UCI SMS Spam Collection,spam
"For ur chance to win a Â£250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk.",spam,UCI SMS Spam Collection,spam
I would like to talk to a operator,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
I want help checking the restitution current status,sales_or_contact,Bitext Customer Support Intent Dataset,category=REFUND; intent=track_refund
need help to pseak with an agent,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
help to speak to customer assistance,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
sell three calls of of nvda,ambiguous,CLINC OOS Dataset (test),oos
Free tones Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk,spam,UCI SMS Spam Collection,spam
I don't know what I need to do to cancel the premium account,faq,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=delete_account
help me see at what time customer support available is,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
what brand of earphones is the best reviewed of 2019,ambiguous,CLINC OOS Dataset (validation),oos
where do I earn something?,sales_or_contact,Bitext Customer Support Intent Dataset,category=ORDER; intent=place_order
getting invoice,sales_or_contact,Bitext Customer Support Intent Dataset,category=INVOICE; intent=get_invoice
seeing invoice #85632,sales_or_contact,Bitext Customer Support Intent Dataset,category=INVOICE; intent=check_invoice
I need assistance to earn na item,sales_or_contact,Bitext Customer Support Intent Dataset,category=ORDER; intent=place_order
can you help me to check the early exit fees?,faq,Bitext Customer Support Intent Dataset,category=CANCEL; intent=check_cancellation_fee
"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",spam,UCI SMS Spam Collection,spam
"I need to leave some feedback, can I get some help?",faq,Bitext Customer Support Intent Dataset,category=FEEDBACK; intent=review
need help to talk to customer assistance,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
what do I need to do to subscribe to the newsletter?,sales_or_contact,Bitext Customer Support Intent Dataset,category=SUBSCRIPTION; intent=newsletter_subscription
"I have entered a wrong fucking delivery address, correct it",faq,Bitext Customer Support Intent Dataset,category=SHIPPING; intent=change_shipping_address
I do not know how to send feedback about your services,faq,Bitext Customer Support Intent Dataset,category=FEEDBACK; intent=review
"Hi ya babe x u 4goten bout me?' scammers getting smart..Though this is a regular vodafone no, if you respond you get further prem rate msg/subscription. Other nos used also. Beware!",spam,UCI SMS Spam Collection,spam
"I no longer want order {{Order Number}}, how do I cancel it?",sales_or_contact,Bitext Customer Support Intent Dataset,category=ORDER; intent=cancel_order
can you help me to lodge a customer reclamation?,faq,Bitext Customer Support Intent Dataset,category=FEEDBACK; intent=complaint
can I talk with someone?,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
make a list of what materials have been used for spacesuits,ambiguous,CLINC OOS Dataset (test),oos
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,spam,UCI SMS Spam Collection,spam
from www.Applausestore.com MonthlySubscription@50p/msg max6/month T&CsC web age16 2stop txt stop,spam,UCI SMS Spam Collection,spam
"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text",spam,UCI SMS Spam Collection,spam
create a contact labeled mom,ambiguous,CLINC OOS Dataset (test),oos
is it possible to speak to someone ?,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
I want toleave an opinion for a service,faq,Bitext Customer Support Intent Dataset,category=FEEDBACK; intent=review
"someone stole my password, help retrieving it",faq,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=recover_password
where could I open a premium account for my fiance?,faq,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=create_account
what makes pi so mathematically important,ambiguous,CLINC OOS Dataset (test),oos
find engineering programs to apply to,ambiguous,CLINC OOS Dataset (test),oos
ya have an address to submit some feednack,faq,Bitext Customer Support Intent Dataset,category=FEEDBACK; intent=review
I want to make a customer reclamation against your business,faq,Bitext Customer Support Intent Dataset,category=FEEDBACK; intent=complaint
More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There's 1 this evening. AÂ£1.50 minAPN LS278BB,spam,UCI SMS Spam Collection,spam
are there cameras hidden in stop lights,ambiguous,CLINC OOS Dataset (test),oos
what do mummies eat,ambiguous,CLINC OOS Dataset (test),oos
"URGENT!: Your Mobile No. was awarded a Â£2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9755 BOX95QU",spam,UCI SMS Spam Collection,spam
I do not know what to do to chat with a live agent,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
help me use the standard profile,faq,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=switch_account
assistance to speak with an agent,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
can ya help me see the early termination fee,faq,Bitext Customer Support Intent Dataset,category=CANCEL; intent=check_cancellation_fee
Thanks for the Vote. Now sing along with the stars with Karaoke on your mobile. For a FREE link just reply with SING now.,spam,UCI SMS Spam Collection,spam
Urgent Please call 09066612661 from landline. Â£5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE award. 20M12AQ. 150ppm. 16+ â,spam,UCI SMS Spam Collection,spam
what's the most difficult yoga pose to perform,ambiguous,CLINC OOS Dataset (train),oos
update inforemation on {{Account Type}} account,faq,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=edit_account
As one of our registered subscribers u can enter the draw 4 a 100 G.B. gift voucher by replying with ENTER. To unsubscribe text STOP,spam,UCI SMS Spam Collection,spam
assistance to talk to customer service,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
how to create a {{Account Category}} account,faq,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=create_account
how can I contact an agent?,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
updating freemium accojnt,faq,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=edit_account
make a list of side hustles i could start today to make a little extra cash,ambiguous,CLINC OOS Dataset (test),oos
is there a video-on-demand function (vod),ambiguous,CLINC OOS Dataset (train),oos
Guess who am I?This is the first time I created a web page WWW.ASJESUS.COM read all I wrote. I'm waiting for your opinions. I want to be your friend 1/1,spam,UCI SMS Spam Collection,spam
Promotion Number: 8714714 - UR awarded a City Break and could WIN a Â£200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 Â£1.50perWKsub,spam,UCI SMS Spam Collection,spam
Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q,spam,UCI SMS Spam Collection,spam
write the next chapter of my biography and let me know when you have finished it,ambiguous,CLINC OOS Dataset (test),oos
when was electrical engineering created,ambiguous,CLINC OOS Dataset (validation),oos
get me dwight howard shooting average,ambiguous,CLINC OOS Dataset (train),oos
I have to know if there is anything wrong with the refund,sales_or_contact,Bitext Customer Support Intent Dataset,category=REFUND; intent=track_refund
"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available",spam,UCI SMS Spam Collection,spam
"Hi babe its Jordan, how r u? Im home from abroad and lonely, text me back if u wanna chat xxSP visionsms.com Text stop to stopCost 150p 08712400603",spam,UCI SMS Spam Collection,spam
does the nsa listen to me,ambiguous,CLINC OOS Dataset (test),oos
Thanks for your subscription to Ringtone UK your mobile will be charged Â£5/month Please confirm by replying YES or NO. If you reply NO you will not be charged,spam,UCI SMS Spam Collection,spam
want help to see how long it takes fo the article to arrive,faq,Bitext Customer Support Intent Dataset,category=DELIVERY; intent=delivery_period
can I see how soon can I expect the fucking item?,faq,Bitext Customer Support Intent Dataset,category=DELIVERY; intent=delivery_period
help to leave a comment for your services,faq,Bitext Customer Support Intent Dataset,category=FEEDBACK; intent=review
help me canceling my {{Account Type}} account,faq,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=delete_account
correcting data on {{Account Category}} account,faq,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=edit_account
can you check on what it would cost me to upgrade my iphone with t-mobile,ambiguous,CLINC OOS Dataset (test),oos
help to talk to customer service,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
check in which situations can i request reimbursements,sales_or_contact,Bitext Customer Support Intent Dataset,category=REFUND; intent=check_refund_policy
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0,spam,UCI SMS Spam Collection,spam
I try to check in what cases can I request to be reimbursed,sales_or_contact,Bitext Customer Support Intent Dataset,category=REFUND; intent=check_refund_policy
there is an issue setting up my delivery address,faq,Bitext Customer Support Intent Dataset,category=SHIPPING; intent=set_up_shipping_address
how do I use the {{Account Type}} account?,faq,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=switch_account
how many movies are in the star wars series,ambiguous,CLINC OOS Dataset (test),oos
need to contact customer service how do i do it,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
when is my purchase gonna arrive,sales_or_contact,Bitext Customer Support Intent Dataset,category=DELIVERY; intent=delivery_period
i need help switching several items of order {{Order Number}},sales_or_contact,Bitext Customer Support Intent Dataset,category=ORDER; intent=change_order
i want help to see ur allowed payment options,sales_or_contact,Bitext Customer Support Intent Dataset,category=PAYMENT; intent=check_payment_methods
assistance checking what payment methods are accepted,sales_or_contact,Bitext Customer Support Intent Dataset,category=PAYMENT; intent=check_payment_methods
i want help modifying the address,faq,Bitext Customer Support Intent Dataset,category=SHIPPING; intent=change_shipping_address
which marvel character has appeared in the most movies,ambiguous,CLINC OOS Dataset (train),oos
find out for me what kind of benefits military veterans have after retirement,ambiguous,CLINC OOS Dataset (train),oos
how can I notify of sign-up issues?,faq,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=registration_problems
ya have a free of charge customer support number,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
I cannot modify purchase {{Order Number}},sales_or_contact,Bitext Customer Support Intent Dataset,category=ORDER; intent=change_order
talking to agent,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
update info on premium account,faq,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=edit_account
I don't know how I can see the early termination penalties,faq,Bitext Customer Support Intent Dataset,category=CANCEL; intent=check_cancellation_fee
I have problems correcting my address,faq,Bitext Customer Support Intent Dataset,category=SHIPPING; intent=change_shipping_address
assistance to see the accepted payment options,sales_or_contact,Bitext Customer Support Intent Dataset,category=PAYMENT; intent=check_payment_methods
i dont know what to do tl talk to an agent,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
i have an error trying to change my address,faq,Bitext Customer Support Intent Dataset,category=SHIPPING; intent=change_shipping_address
prfoblems with cancelling order {{Order Number}},sales_or_contact,Bitext Customer Support Intent Dataset,category=ORDER; intent=cancel_order
is there a way to change your houses address,ambiguous,CLINC OOS Dataset (test),oos
help me to remove a product from purchase {{Order Number}},sales_or_contact,Bitext Customer Support Intent Dataset,category=ORDER; intent=change_order
i dont know what i need to do to obtain rebates of money,sales_or_contact,Bitext Customer Support Intent Dataset,category=REFUND; intent=get_refund
tell me where to send my resume in order to get a job at delta airlines,ambiguous,CLINC OOS Dataset (test),oos
which movie is it that someone says perfectly balanced as all things should be,ambiguous,CLINC OOS Dataset (test),oos
when did the mls start,ambiguous,CLINC OOS Dataset (train),oos
Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674,spam,UCI SMS Spam Collection,spam
We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT + free camcorder Reply of call 08000930705 Now,spam,UCI SMS Spam Collection,spam
Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,spam,UCI SMS Spam Collection,spam
tell me who makes the best dvd's for movie storage,ambiguous,CLINC OOS Dataset (test),oos
I want help checking my fucking bill from {{Person Name}},sales_or_contact,Bitext Customer Support Intent Dataset,category=INVOICE; intent=check_invoice
assistance changing to the platinum account,faq,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=switch_account
I want asisstance to speak with a person,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
want help speaking with a live agent,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
what is the time signature for the castlevania song bloody tears,ambiguous,CLINC OOS Dataset (test),oos
Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,spam,UCI SMS Spam Collection,spam
wanna speak to customer support how can i do it,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
87077: Kick off a new season with 2wks FREE goals & news to ur mobile! Txt ur club name to 87077 eg VILLA to 87077,spam,UCI SMS Spam Collection,spam
tell me how much energy i have consumed so far this year,ambiguous,CLINC OOS Dataset (test),oos
help me to filea consumer reclamation,faq,Bitext Customer Support Intent Dataset,category=FEEDBACK; intent=complaint
I have to speak to fucking ucstomer support,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
look for my invoice from {{Person Name}},sales_or_contact,Bitext Customer Support Intent Dataset,category=INVOICE; intent=check_invoice
what do you do if your 4 year old just ate playdoh,ambiguous,CLINC OOS Dataset (test),oos
"You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth Â£350! To Claim, Call London 02072069400. Bx 526, SW73SS",spam,UCI SMS Spam Collection,spam
i nded assistance to talk to a live agent,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
Hi if ur lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time 09099726429 JANINExx CallsÂ£1/minMobsmoreLKPOBOX177HP51FL,spam,UCI SMS Spam Collection,spam
what's the best opening gambit for a game of chess,ambiguous,CLINC OOS Dataset (validation),oos
need assistance checking my refund current status,sales_or_contact,Bitext Customer Support Intent Dataset,category=REFUND; intent=track_refund
"Free msg. Sorry, a service you ordered from 81303 could not be delivered as you do not have sufficient credit. Please top up to receive the service.",spam,UCI SMS Spam Collection,spam
help me remove a standard account,faq,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=delete_account
what's the blue book value of my car,ambiguous,CLINC OOS Dataset (test),oos
Ur balance is now Â£500. Ur next question is: Who sang 'Uptown Girl' in the 80's ? 2 answer txt ur ANSWER to 83600. Good luck!,spam,UCI SMS Spam Collection,spam
i do not understand ya is it possible to speak to osmebody,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
I don't know what to do to chat with an assistant,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
wanna contact an assistant,human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_human_agent
i need to speak to customer service regarding my flight,ambiguous,CLINC OOS Dataset (train),oos
Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app,spam,UCI SMS Spam Collection,spam
"I have got to call customer service, how to do it?",human_request,Bitext Customer Support Intent Dataset,category=CONTACT; intent=contact_customer_service
Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY Â£10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&,spam,UCI SMS Spam Collection,spam
edit info on {{Account Category}} accunt,faq,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=edit_account
100 dating service cal;l 09064012103 box334sk38ch,spam,UCI SMS Spam Collection,spam
"i watched ""were the millers"" on netflix last night",ambiguous,CLINC OOS Dataset (test),oos
I want assistance to change to the {{Account Type}} account,faq,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=switch_account
want assistance cancelling a {{Account Type}} account,faq,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=delete_account
"declare a variable named ""golf""",ambiguous,CLINC OOS Dataset (test),oos
how do i get better at go,ambiguous,CLINC OOS Dataset (validation),oos
tell me where i can get more information on getting a job at the post office,ambiguous,CLINC OOS Dataset (test),oos
how do i best deal with the airport,ambiguous,CLINC OOS Dataset (test),oos
wanna locate my invoice from {{Person Name}} how do i do it,sales_or_contact,Bitext Customer Support Intent Dataset,category=INVOICE; intent=check_invoice
"Hi there, 2nights ur lucky night! Uve been invited 2 XCHAT, the Uks wildest chat! Txt CHAT to 86688 now! 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs",spam,UCI SMS Spam Collection,spam
i dont know how i can write an opinion for a product,faq,Bitext Customer Support Intent Dataset,category=FEEDBACK; intent=review
SplashMobile: Choose from 1000s of gr8 tones each wk! This is a subscrition service with weekly tones costing 300p. U have one credit - kick back and ENJOY,spam,UCI SMS Spam Collection,spam
FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,spam,UCI SMS Spam Collection,spam
wanna know more about cancelling the newsletter sjbscription,sales_or_contact,Bitext Customer Support Intent Dataset,category=SUBSCRIPTION; intent=newsletter_subscription
"I have to set a shipping address up, I need assistance",faq,Bitext Customer Support Intent Dataset,category=SHIPPING; intent=set_up_shipping_address
get ibll #85632,sales_or_contact,Bitext Customer Support Intent Dataset,category=INVOICE; intent=get_invoice
i need help to see purchase {{Order Number}} status,sales_or_contact,Bitext Customer Support Intent Dataset,category=ORDER; intent=track_order
I need information about the termination of my {{Account Type}} account,faq,Bitext Customer Support Intent Dataset,category=ACCOUNT; intent=delete_account
